선명,입항횟수,입항횟수.1,외내,입출,총톤수,입항일시,출항일시,계선장소,차항지,전출항지,선박용도,number,예선,도선
WOO SUNG,2021,8,외항,입항,"4,688",2021-04-05 12:00,2021-04-06 08:45,SK4부두,KIKUMA,KIKUMA,석유제품 운반선,11,Y,N
ROYAL EMERALD,2021,1,외항,출항,"8,562",2021-04-05 12:00,2021-04-07 12:00,8부두 01,TIANJIN,JINGJIANG PT,케미칼 운반선,22,Y,N
ROYAL EMERALD,2021,1,외항,입항,"8,562",2021-04-05 12:00,2021-04-07 12:00,6부두 03,SINGAPORE,JINGJIANG PT,케미칼 운반선,22,N,N
HAPPY GAS,2021,2,외항,출항,"3,138",2021-04-05 13:10,2021-04-06 17:20,SK5부두,MAI-LIAO,여수,LPG 운반선,2,N,N
HAPPY GAS,2021,2,내항,입항,"3,138",2021-04-05 13:10,2021-04-06 17:20,SK5부두,OCEAN DISTRICT,여수,LPG 운반선,2,Y,Y
TONG YUN,2021,1,외항,출항,"3,317",2021-04-05 13:27,2021-04-08 16:15,1부두 01,광양,SHENZHEN,일반화물선,19,N,N
TONG YUN,2021,1,외항,입항,"3,317",2021-04-05 13:27,2021-04-08 16:15,1부두 01,SINGAPORE,SHENZHEN,일반화물선,19,N,N
KEOYOUNG SEVEN,2021,8,외항,출항,946,2021-04-05 13:45,2021-04-06 06:45,가스부두,YOKOHAMA,여수,케미칼 운반선,22,N,Y
KOREA VISION,2021,10,내항,출항,"3,872",2021-04-05 16:20,2021-04-06 05:00,가스부두,여수,여수,LPG 운반선,2,Y,N
KOREA VISION,2021,10,내항,입항,"3,872",2021-04-05 16:20,2021-04-06 05:00,가스부두,여수,여수,LPG 운반선,2,N,N
WOOLIM 7,2021,5,내항,입항,"8,072",2021-04-05 17:30,2021-04-09 11:55,7부두 01,대산,대산,석유제품 운반선,11,Y,Y
우성,2021,36,내항,출항,"1,998",2021-04-05 19:00,2021-04-07 07:15,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
PRINCESS CRYSTAL,2021,1,외항,입항,"4,812",2021-04-05 19:00,2021-04-07 02:50,2부두 03,KOMENOTSU,TAIZHOU,석유제품 운반선,11,N,N
삼진3호,2021,19,내항,입항,499,2021-04-05 20:10,2021-04-07 21:50,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
진성호,2021,34,내항,입항,777,2021-04-05 20:25,2021-04-06 02:10,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
진성호,2021,34,내항,출항,777,2021-04-05 20:25,2021-04-06 02:10,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
MS PEACE,2021,15,내항,입항,"2,997",2021-04-05 20:30,2021-04-09 08:10,8부두 02,여수,여수,석유제품 운반선,11,N,N
3동주,2021,47,내항,입항,700,2021-04-05 21:25,2021-04-06 14:50,SK2부두 02,제주,진해,석유제품 운반선,11,N,N
유성,2021,41,내항,출항,"1,998",2021-04-05 22:15,2021-04-06 19:40,SK2부두 01,마산,마산,석유제품 운반선,11,N,N
HYUNDAI DANGJIN,2021,2,내항,출항,"2,792",2021-04-06 01:20,2021-04-06 15:30,염포부두 01,당진,당진,일반화물선,19,N,N
HYUNDAI DANGJIN,2021,2,내항,입항,"2,792",2021-04-06 01:20,2021-04-06 15:30,염포부두 01,당진,당진,일반화물선,19,N,N
KEOYOUNG STAR 5,2021,8,외항,출항,"1,530",2021-04-06 02:05,2021-04-06 14:00,가스부두,YOKOHAMA,NANJING PT,석유제품 운반선,11,Y,Y
금창골드호,2021,18,내항,출항,337,2021-04-06 02:30,2021-04-06 08:40,SK2부두 01,기타항,기타항,석유제품 운반선,11,Y,Y
금창골드호,2021,18,내항,입항,337,2021-04-06 02:30,2021-04-06 08:40,SK2부두 01,기타항,기타항,석유제품 운반선,11,N,N
7보광호,2021,12,내항,출항,323,2021-04-06 04:20,2021-04-06 09:25,SK2부두 01,여수,여수,석유제품 운반선,11,N,N
TAEKYUNG RHEA,2021,10,내항,출항,"1,912",2021-04-06 06:10,2021-04-06 21:20,3부두 02,여수,여수,석유제품 운반선,11,Y,N
TAEKYUNG RHEA,2021,10,내항,입항,"1,912",2021-04-06 06:10,2021-04-06 21:20,3부두 02,여수,여수,석유제품 운반선,11,Y,Y
NEW HARMONY,2021,5,외항,입항,"4,060",2021-04-06 07:25,2021-04-08 02:00,2부두 03,DALIAN,UBE,석유제품 운반선,11,N,N
CSAV RIO NEVADO,2021,1,외항,출항,"46,800",2021-04-06 07:30,2021-04-07 20:20,자동차부두 01,광양,BUENAVENTURA,자동차운반선,20,N,N
CSAV RIO NEVADO,2021,1,외항,입항,"46,800",2021-04-06 07:30,2021-04-07 20:20,자동차부두 01,광양,BUENAVENTURA,자동차운반선,20,Y,Y
3동명호,2021,18,내항,출항,454,2021-04-06 07:40,2021-04-06 12:20,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
MORNING LADY,2021,2,외항,출항,"70,853",2021-04-06 07:55,2021-04-06 19:55,6부두 02,XIAMEN,평택.당진,자동차운반선,20,Y,N
MORNING LADY,2021,2,외항,입항,"70,853",2021-04-06 07:55,2021-04-06 19:55,자동차부두 02,XIAMEN,평택.당진,자동차운반선,20,Y,N
TY EVER,2021,1,외항,출항,"4,105",2021-04-06 08:25,2021-04-08 11:05,염포부두 01,묵호,BAOSHAN PT,산물선(벌크선),10,N,N
TY EVER,2021,1,외항,입항,"4,105",2021-04-06 08:25,2021-04-08 11:05,염포부두 01,묵호,BAOSHAN PT,산물선(벌크선),10,N,N
UNION GAS,2021,19,내항,출항,999,2021-04-06 09:05,2021-04-07 08:02,가스부두,제주,제주,LPG 운반선,2,Y,Y
디엘 루비,2021,8,내항,출항,"6,716",2021-04-06 09:15,2021-04-08 12:55,SK5부두,부산,인천,석유제품 운반선,11,Y,Y
YIN LU,2021,2,외항,입항,"30,472",2021-04-06 09:30,2021-04-11 17:00,2부두 01,MANILA,ZHENJIANG PT,일반화물선,19,N,N
YIN LU,2021,2,외항,출항,"30,472",2021-04-06 09:30,2021-04-11 17:00,2부두 01,MANILA,ZHENJIANG PT,일반화물선,19,N,N
건설3호,2021,12,내항,입항,"5,819",2021-04-06 10:00,2021-04-11 03:00,SK5부두,인천,인천,석유제품 운반선,11,Y,Y
건설3호,2021,12,내항,출항,"5,819",2021-04-06 10:00,2021-04-11 03:00,SK5부두,인천,인천,석유제품 운반선,11,Y,Y
EASTERN PROSPERITY,2021,5,외항,출항,"5,457",2021-04-06 10:15,2021-04-08 22:25,SK3부두,MAI-LIAO,DALIAN,석유제품 운반선,11,Y,Y
GOLDEN CHIE,2021,2,외항,출항,"7,219",2021-04-06 10:20,2021-04-12 06:25,SK5부두,BOTANY BAY,여수,케미칼 운반선,22,Y,Y
AFRICAN SPOONBILL,2021,1,외항,출항,"34,806",2021-04-06 11:00,2021-04-21 13:10,8부두 01,ZHENJIANG PT,"PORTLAND, OR",산물선(벌크선),10,Y,Y
한동20호,2021,31,내항,출항,"1,502",2021-04-06 11:20,2021-04-07 20:15,SK2부두 01,마산,제주,석유제품 운반선,11,Y,Y
CHEMBULK VIRGIN GORD,2021,2,외항,입항,"18,760",2021-04-06 11:20,2021-04-12 10:48,4부두 02,SINGAPORE,기타항,석유제품 운반선,11,Y,N
WOOJIN PIONEER,2021,6,외항,입항,"2,362",2021-04-06 11:45,2021-04-07 00:40,4부두 01,여수,UBE,케미칼 운반선,22,Y,N
WOOJIN PIONEER,2021,6,외항,출항,"2,362",2021-04-06 11:45,2021-04-07 00:40,4부두 01,울산,UBE,케미칼 운반선,22,Y,N
CRANE LUNA,2021,14,외항,출항,"3,765",2021-04-06 13:05,2021-04-07 08:25,SK4부두,IWAKUNI,IWAKUNI,석유제품 운반선,11,Y,N
MH SAKURA,2021,3,외항,입항,"4,241",2021-04-06 13:35,2021-04-07 03:25,가스부두,NINGBO,NINGBO,LPG 운반선,2,Y,Y
KEOYOUNG DREAM 1,2021,12,외항,입항,"2,823",2021-04-06 14:00,2021-04-08 21:15,일반부두 08,SAKURAJIMA,울산,석유제품 운반선,11,Y,Y
KEOYOUNG DREAM 1,2021,12,외항,출항,"2,823",2021-04-06 14:00,2021-04-08 21:15,가스부두,SAKURAJIMA,울산,석유제품 운반선,11,Y,N
DL ZINNIA,2021,5,외항,출항,"4,488",2021-04-06 14:00,2021-04-08 23:25,가스부두,TAIXING,목포,LPG 운반선,2,Y,N
DL ZINNIA,2021,5,외항,입항,"4,488",2021-04-06 14:00,2021-04-08 23:25,7부두 01,TAIXING,목포,LPG 운반선,2,N,N
HAN ZHANG,2021,1,외항,출항,"5,782",2021-04-06 14:00,2021-04-17 03:20,6부두 04,BALIKPAPAN,평택.당진,일반화물선,19,N,N
HAN ZHANG,2021,1,외항,입항,"5,782",2021-04-06 14:00,2021-04-17 03:20,6부두 04,평택.당진,평택.당진,일반화물선,19,Y,N
SASANQUA,2021,1,외항,입항,"3,216",2021-04-06 14:10,2021-04-09 23:20,3부두 02,KERTEH TERMINAL,MAI-LIAO,LPG 운반선,2,Y,N
SASANQUA,2021,1,외항,출항,"3,216",2021-04-06 14:10,2021-04-09 23:20,가스부두,울산,MAI-LIAO,LPG 운반선,2,Y,Y
SPYROS,2021,1,외항,출항,"84,624",2021-04-06 14:12,2021-04-07 23:12,SK부이 02,인천,BALBOA,원유운반선,18,Y,Y
CRANE OCEANO,2021,11,외항,출항,"4,164",2021-04-06 14:45,2021-04-08 15:35,SK4부두,IWAKUNI,"NAGOYA, AICHI",케미칼 운반선,22,N,N
V MIRACLE,2021,3,외항,입항,"1,840",2021-04-06 15:40,2021-04-08 16:05,2부두 02,OCEAN DISTRICT,WEIFANG,일반화물선,19,N,N
V MIRACLE,2021,3,외항,출항,"1,840",2021-04-06 15:40,2021-04-08 16:05,2부두 02,KAGOSHIMA,WEIFANG,일반화물선,19,N,N
NEW SKY,2021,9,내항,출항,"4,060",2021-04-06 16:30,2021-04-07 20:50,SK1부두 11,대산,대산,석유제품 운반선,11,N,N
TONG XIN YUAN,2021,2,외항,입항,"3,790",2021-04-06 16:40,2021-04-07 19:05,8부두 02,FUZHOU,FUZHOU,LPG 운반선,2,Y,Y
TONG XIN YUAN,2021,2,외항,출항,"3,790",2021-04-06 16:40,2021-04-07 19:05,가스부두,NANJING,FUZHOU,LPG 운반선,2,Y,Y
신흥,2021,20,내항,입항,575,2021-04-06 18:20,2021-04-06 21:45,SK2부두 02,부산,부산,석유제품 운반선,11,Y,N
신흥,2021,20,내항,출항,575,2021-04-06 18:20,2021-04-06 21:45,SK2부두 02,부산,부산,석유제품 운반선,11,Y,N
제1한미르호,2021,21,내항,출항,"1,941",2021-04-06 18:25,2021-04-08 05:55,SK5부두,부산,부산,석유제품 운반선,11,N,N
77 청해호,2021,17,내항,출항,148,2021-04-06 18:50,2021-04-06 23:05,2부두 02,부산,부산,석유제품 운반선,11,N,N
YN OCEAN,2021,5,외항,입항,"4,960",2021-04-06 19:15,2021-04-07 11:40,UTT부두,부산,KIKUMA,석유제품 운반선,11,Y,Y
세창비너스,2021,15,내항,출항,"1,668",2021-04-06 19:30,2021-04-08 12:10,SK1부두 12,여천항,포항신항,석유제품 운반선,11,Y,Y
3태영호,2021,17,내항,출항,378,2021-04-06 23:25,2021-04-08 05:35,SK2부두 01,포항신항,호산항,석유제품 운반선,11,N,N
BUSAN HOPE,2021,3,외항,입항,"7,551",2021-04-07 00:20,2021-04-14 09:55,3부두 02,SINGAPORE,SHANGHAI,석유제품 운반선,11,N,N
12삼부호,2021,28,내항,출항,299,2021-04-07 01:00,2021-04-08 10:55,SK2부두 02,포항신항,포항신항,석유제품 운반선,11,N,N
WOO SUNG,2021,9,외항,출항,"4,688",2021-04-07 01:30,2021-04-09 01:15,SK5부두,IWAKUNI,울산,석유제품 운반선,11,N,N
20청우호,2021,7,내항,출항,299,2021-04-07 03:35,2021-04-07 13:20,SK2부두 02,여수,광양,급유선,5,Y,N
정은,2021,22,내항,입항,507,2021-04-07 05:15,2021-04-11 08:10,SK2부두 01,부산,부산,석유제품 운반선,11,Y,N
정은,2021,22,내항,출항,507,2021-04-07 05:15,2021-04-11 08:10,SK2부두 02,광양,부산,석유제품 운반선,11,N,N
송양1호,2021,38,내항,출항,"1,200",2021-04-07 06:25,2021-04-07 16:35,SK2부두 01,동해,동해,석유제품 운반선,11,N,N
이어도호,2021,1,내항,입항,357,2021-04-07 07:00,2021-04-07 16:20,일반부두 03,기타항,기타항,관공선,4,Y,Y
이어도호,2021,1,내항,출항,357,2021-04-07 07:00,2021-04-07 16:20,일반부두 03,기타항,기타항,관공선,4,Y,Y
CRYSTAL RAY,2021,1,외항,입항,"57,772",2021-04-07 07:10,2021-04-08 11:05,자동차부두 02,SINGAPORE,광양,자동차운반선,20,N,N
CRYSTAL RAY,2021,1,외항,출항,"57,772",2021-04-07 07:10,2021-04-08 11:05,6부두 02,SINGAPORE,광양,자동차운반선,20,N,N
WALRUS ACE,2021,1,외항,입항,"63,116",2021-04-07 07:20,2021-04-07 19:10,자동차부두 03,BRISBANE,YOKOHAMA,자동차운반선,20,N,N
WALRUS ACE,2021,1,외항,출항,"63,116",2021-04-07 07:20,2021-04-07 19:10,자동차부두 03,BRISBANE,YOKOHAMA,자동차운반선,20,N,N
SIDIMI,2021,1,외항,출항,"5,608",2021-04-07 08:45,2021-04-07 18:20,5부두 01,VLADIVOSTOK,QINGDAO PT,세미(혼재)컨테이너선,13,Y,Y
SIDIMI,2021,1,외항,입항,"5,608",2021-04-07 08:45,2021-04-07 18:20,5부두 01,VLADIVOSTOK,QINGDAO PT,세미(혼재)컨테이너선,13,Y,Y
태진,2021,25,내항,출항,743,2021-04-07 08:50,2021-04-12 00:20,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
신영,2021,32,내항,출항,749,2021-04-07 09:10,2021-04-07 16:50,SK2부두 01,광양,광양,석유제품 운반선,11,N,N
DM JADE,2021,2,외항,출항,"11,749",2021-04-07 10:10,2021-04-08 19:00,7부두 01,ENNORE,여수,케미칼 운반선,22,N,N
DM JADE,2021,2,외항,입항,"11,749",2021-04-07 10:10,2021-04-08 19:00,UTT부두,ENNORE,여수,케미칼 운반선,22,N,N
SKS SATILLA,2021,1,외항,출항,"81,380",2021-04-07 10:30,2021-04-10 15:45,SK8부두,SINGAPORE,TANJUNG PELEPAS,석유제품 운반선,11,N,N
WOOJIN PIONEER,2021,7,내항,출항,"2,362",2021-04-07 11:15,2021-04-09 00:15,SK4부두,여수,울산,케미칼 운반선,22,N,N
WOOJIN PIONEER,2021,7,외항,입항,"2,362",2021-04-07 11:15,2021-04-09 00:15,일반부두 08,여수,울산,케미칼 운반선,22,N,N
금창호,2021,21,내항,출항,999,2021-04-07 11:50,2021-04-08 02:00,SK2부두 01,광양,광양,석유제품 운반선,11,N,N
SUN EDELWEISS,2021,9,외항,출항,"3,595",2021-04-07 11:50,2021-04-08 19:10,2부두 03,TOMAKOMAI,TOMAKOMAI,케미칼 운반선,22,Y,N
SUN EDELWEISS,2021,9,외항,입항,"3,595",2021-04-07 11:50,2021-04-08 19:10,가스부두,TOMAKOMAI,TOMAKOMAI,케미칼 운반선,22,Y,N
ACE SAMBU,2021,18,내항,출항,"1,297",2021-04-07 13:25,2021-04-08 10:50,3부두 02,여수,여수,케미칼 운반선,22,N,N
JIN YANG,2021,2,내항,입항,"6,200",2021-04-07 13:25,2021-04-07 20:15,2부두 03,부산,동해,시멘트운반선,14,N,N
JIN YANG,2021,2,내항,출항,"6,200",2021-04-07 13:25,2021-04-07 20:15,2부두 03,부산,동해,시멘트운반선,14,Y,N
오션 스타호,2021,14,내항,출항,"1,036",2021-04-07 13:30,2021-04-08 09:05,SK2부두 01,여천항,여천항,석유제품 운반선,11,Y,N
천진호,2021,30,내항,출항,753,2021-04-07 13:50,2021-04-08 05:05,SK2부두 02,광양,부산,석유제품 운반선,11,N,N
SUNNY QUEEN,2021,2,외항,출항,"4,175",2021-04-07 13:50,2021-04-11 07:55,SK2부두 01,IWAKUNI,IWAKUNI,케미칼 운반선,22,N,N
OCEAN WORLD,2021,6,외항,출항,"4,387",2021-04-07 18:20,2021-04-27 21:30,SK2부두 01,LANSHAN PT,JOETSU,석유제품 운반선,11,N,N
BROOKLANDS,2021,1,외항,출항,"72,700",2021-04-07 18:36,2021-04-09 00:35,6부두 02,HONG KONG,광양,자동차운반선,20,N,N
BROOKLANDS,2021,1,외항,입항,"72,700",2021-04-07 18:36,2021-04-09 00:35,자동차부두 02,HONG KONG,광양,자동차운반선,20,Y,N
7보광호,2021,13,내항,출항,323,2021-04-07 19:50,2021-04-08 05:00,SK2부두 01,여수,부산,석유제품 운반선,11,Y,N
ECO ALICE,2021,1,외항,입항,"6,242",2021-04-07 19:55,2021-04-10 15:00,3부두 02,OCEAN DISTRICT,PIPAVAV (VICTOR) PORT,LPG 운반선,2,N,N
송원호,2021,20,내항,출항,534,2021-04-07 21:40,2021-04-08 17:20,7부두 01,부산,부산,급유선,5,N,N
19유성호,2021,20,내항,출항,262,2021-04-07 22:45,2021-04-08 08:25,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
스카이케미,2021,25,내항,출항,"1,772",2021-04-07 22:50,2021-04-10 01:00,SK1부두 12,여천항,여천항,석유제품 운반선,11,N,N
HANYU DREAM,2021,15,내항,출항,"2,114",2021-04-07 23:40,2021-04-09 11:20,SK2부두 01,인천,인천,석유제품 운반선,11,N,N
HANYU DREAM,2021,15,내항,입항,"2,114",2021-04-07 23:40,2021-04-09 11:20,일반부두 08,인천,인천,석유제품 운반선,11,N,N
ROYAL SAMBU,2021,13,외항,입항,"2,438",2021-04-07 23:55,2021-04-09 07:05,7부두 01,CHIBA,UBE,석유제품 운반선,11,N,N
LOTUS SAMBU,2021,5,외항,입항,"5,598",2021-04-08 00:05,2021-04-08 12:10,4부두 01,여수,MIZUSHIMA,케미칼 운반선,22,N,N
LOTUS SAMBU,2021,5,외항,출항,"5,598",2021-04-08 00:05,2021-04-08 12:10,4부두 01,여수,MIZUSHIMA,케미칼 운반선,22,N,N
CRANE MIMOSA,2021,9,외항,출항,"4,416",2021-04-08 03:00,2021-04-11 19:15,SK5부두,DALIAN,기타항,석유제품 운반선,11,N,N
G. WISDOM,2021,8,내항,출항,788,2021-04-08 04:05,2021-04-09 22:35,가스부두,제주,제주,LPG 운반선,2,N,N
진양1호,2021,32,내항,출항,"1,995",2021-04-08 06:35,2021-04-13 00:15,SK2부두 01,마산,동해,석유제품 운반선,11,N,N
DONG-A METIS,2021,4,외항,입항,"60,396",2021-04-08 07:00,2021-04-09 12:55,자동차부두 01,BRISBANE,마산,자동차운반선,20,Y,Y
DONG-A METIS,2021,4,외항,출항,"60,396",2021-04-08 07:00,2021-04-09 12:55,자동차부두 01,BRISBANE,마산,자동차운반선,20,Y,Y
PENG ZHOU,2021,1,외항,출항,"2,989",2021-04-08 07:25,2021-04-10 12:50,8부두 02,NAKHODKA,LONGKOU PT,일반화물선,19,N,N
PENG ZHOU,2021,1,외항,입항,"2,989",2021-04-08 07:25,2021-04-10 12:50,8부두 02,LONGKOU PT,LONGKOU PT,일반화물선,19,N,N
ALPINE MAYA,2021,4,외항,출항,"29,767",2021-04-08 07:36,2021-04-09 15:50,SK7부두,SAKAI,여수,석유제품 운반선,11,Y,N
ALPINE MAYA,2021,4,외항,입항,"29,767",2021-04-08 07:36,2021-04-09 15:50,SK7부두,SINGAPORE,여수,석유제품 운반선,11,Y,N
CRANE REGULUS,2021,12,외항,출항,"4,376",2021-04-08 07:50,2021-04-09 16:35,SK4부두,"NAGOYA, AICHI",MIZUSHIMA,케미칼 운반선,22,Y,N
우성2000호,2021,1,내항,입항,169,2021-04-08 07:55,2021-04-09 23:00,9부두 01,기타항,기타항,견인용예선,3,Y,N
우성2000호,2021,1,내항,출항,169,2021-04-08 07:55,2021-04-09 23:00,9부두 01,기타항,기타항,견인용예선,3,N,N
KOREA VISION,2021,11,내항,출항,"3,872",2021-04-08 08:15,2021-04-09 12:55,가스부두,여수,여수,LPG 운반선,2,N,N
GINGA  LYNX,2021,1,외항,입항,"16,452",2021-04-08 08:20,2021-04-10 23:10,UTT부두,SHANGHAI,NINGBO,석유제품 운반선,11,Y,N
MTM DUBLIN,2021,1,외항,입항,"19,391",2021-04-08 09:55,2021-04-11 22:30,4부두 02,군산,SINGAPORE,케미칼 운반선,22,Y,N
C. EMPEROR,2021,2,외항,출항,"160,247",2021-04-08 10:00,2021-04-11 19:42,SK부이 02,통영,BATAM ISLAND,원유운반선,18,Y,N
C. EMPEROR,2021,2,외항,입항,"160,247",2021-04-08 10:00,2021-04-11 19:42,SK부이 02,통영,BATAM ISLAND,원유운반선,18,Y,N
ONEX PEACE,2021,1,외항,출항,"63,134",2021-04-08 11:30,2021-04-17 12:15,SK7부두,SINGAPORE,목포,석유제품 운반선,11,N,N
CHAMPION ROAD,2021,7,외항,출항,"4,224",2021-04-08 13:15,2021-04-09 17:20,가스부두,NINGBO,NINGBO,LPG 운반선,2,N,N
PACIFIC SAMBU,2021,9,외항,입항,"2,403",2021-04-08 15:20,2021-04-10 20:40,일반부두 07,MIZUSHIMA,기타항,석유제품 운반선,11,N,Y
ASIA GAS,2021,1,외항,출항,"3,478",2021-04-08 15:40,2021-04-10 20:50,3부두 02,대산,JIANGYIN PT,LPG 운반선,2,N,Y
OCEAN GAS,2021,3,외항,출항,"3,559",2021-04-08 16:05,2021-04-11 21:40,가스부두,TAIXING,울산,LPG 운반선,2,N,N
EVER HARVEST,2021,2,외항,출항,"1,998",2021-04-08 17:15,2021-04-10 21:30,4부두 02,SHINMOJI,NANJING,일반화물선,19,N,N
LUCKY WISDOM,2021,2,외항,출항,"5,391",2021-04-08 17:35,2021-04-11 00:20,1부두 01,LIANYUNGANG,인천,일반화물선,19,Y,N
LUCKY WISDOM,2021,2,외항,입항,"5,391",2021-04-08 17:35,2021-04-11 00:20,1부두 01,SINGAPORE,인천,일반화물선,19,Y,N
PLUTO,2021,1,외항,출항,"4,608",2021-04-08 17:40,2021-04-15 08:15,일반부두 07,광양,TIANJIN XINGANG PT,일반화물선,19,N,N
19유성호,2021,21,내항,출항,262,2021-04-08 18:20,2021-04-08 21:45,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
BAI HUA,2021,1,외항,입항,"4,769",2021-04-08 18:20,2021-04-11 12:45,2부두 02,SINGAPORE,WEIFANG,일반화물선,19,N,N
BAI HUA,2021,1,외항,출항,"4,769",2021-04-08 18:20,2021-04-11 12:45,2부두 02,LIANYUNGANG,WEIFANG,일반화물선,19,N,N
SUN GAS,2021,6,내항,출항,"3,185",2021-04-08 20:00,2021-04-09 08:06,4부두 01,여수,여수,LPG 운반선,2,N,N
SUN GAS,2021,6,외항,입항,"3,185",2021-04-08 20:00,2021-04-09 08:06,4부두 01,기타항,여수,LPG 운반선,2,N,N
MORNING LYNN,2021,2,외항,출항,"68,701",2021-04-08 21:00,2021-04-10 22:20,6부두 02,마산,평택.당진,자동차운반선,20,N,N
MORNING LYNN,2021,2,외항,입항,"68,701",2021-04-08 21:00,2021-04-10 22:20,자동차부두 02,마산,평택.당진,자동차운반선,20,N,N
신흥,2021,21,내항,출항,575,2021-04-08 21:10,2021-04-09 03:55,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
제1한미르호,2021,22,내항,출항,"1,941",2021-04-08 21:20,2021-04-09 17:10,SK1부두 11,동해,부산,석유제품 운반선,11,N,N
3태영호,2021,18,내항,출항,378,2021-04-08 21:50,2021-04-12 02:25,SK2부두 02,부산,포항신항,석유제품 운반선,11,N,N
SHIN YANG,2021,1,내항,출항,"6,422",2021-04-08 21:55,2021-04-09 08:25,2부두 03,인천,동해,시멘트운반선,14,N,N
SHIN YANG,2021,1,내항,입항,"6,422",2021-04-08 21:55,2021-04-09 08:25,2부두 03,인천,동해,시멘트운반선,14,Y,Y
백경호,2021,11,내항,입항,308,2021-04-08 22:10,2021-04-11 05:00,2부두 03,기타항,부산,석유제품 운반선,11,Y,Y
MORNING GENTLY,2021,6,외항,입항,"4,301",2021-04-08 22:18,2021-04-09 05:30,가스부두,KAOHSIUNG,KAOHSIUNG,LPG 운반선,2,N,N
MORNING GENTLY,2021,6,외항,출항,"4,301",2021-04-08 22:18,2021-04-09 05:30,가스부두,KAOHSIUNG,KAOHSIUNG,LPG 운반선,2,N,N
SULPHUR ESPERANZA,2021,2,외항,출항,"2,946",2021-04-09 01:15,2021-04-11 15:50,7부두 01,ZHENJIANG PT,IWAKUNI,케미칼 운반선,22,N,N
GRACE SAMBU,2021,16,외항,입항,"1,755",2021-04-09 02:10,2021-04-10 11:50,3부두 02,여수,LIANYUNGANG,케미칼 운반선,22,N,N
진성호,2021,36,내항,입항,777,2021-04-09 05:05,2021-04-09 11:25,SK2부두 01,광양,여수,석유제품 운반선,11,Y,Y
진성호,2021,36,내항,출항,777,2021-04-09 05:05,2021-04-09 11:25,SK2부두 01,광양,여수,석유제품 운반선,11,Y,Y
HANYU VICTORIA,2021,5,외항,출항,"5,074",2021-04-09 06:45,2021-05-19 12:30,SK2부두 01,JIANGMEN PT,부산,석유제품 운반선,11,N,N
12청경호,2021,11,내항,출항,320,2021-04-09 07:00,2021-04-09 17:00,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
STOLT RENGE,2021,1,외항,입항,"7,488",2021-04-09 07:30,2021-04-10 09:30,7부두 01,KOBE,TAICHUNG,석유제품 운반선,11,N,N
STOLT RENGE,2021,1,외항,출항,"7,488",2021-04-09 07:30,2021-04-10 09:30,7부두 01,KOBE,TAICHUNG,석유제품 운반선,11,N,N
EOS VICTORY,2021,1,외항,입항,"21,173",2021-04-09 07:42,2021-04-14 00:40,8부두 01,군산,군산,일반화물선,19,Y,Y
EOS VICTORY,2021,1,외항,출항,"21,173",2021-04-09 07:42,2021-04-14 00:40,8부두 01,NAOETSU,군산,일반화물선,19,Y,Y
SAEHAN CAPELLA,2021,2,외항,출항,"2,750",2021-04-09 09:12,2021-04-10 07:54,가스부두,LIANYUNGANG,JIANGYIN,LPG 운반선,2,N,N
SAMBONG ARTEMIS,2021,3,내항,출항,"8,072",2021-04-09 10:20,2021-04-15 03:35,SK5부두,인천,여수,케미칼 운반선,22,N,N
HANYU VISION,2021,17,내항,출항,999,2021-04-09 12:40,2021-04-11 07:30,SK5부두,목포,대산,석유제품 운반선,11,N,N
